Número;Nome;ViaVerde;EMail;Telemovel;NIF;NCC;NISS;DataNascimento
200;Dulcineia Ferraz Matos Amado Matos Arantes;17602-480;dulcineiadfmama@gmail.com;916157831;235832239;49410361;77627894179;1967-02-16
201;Maria Estrela Seixas Soeiro Santos Almada Almada;14370-482;mariamesssaa@hotmail.com;933920801;447150630;88805747;31742955755;1999-08-07
202;Carmo Rego Almeida Mota;17087-530;carmocram@sal.ipg.pt;947051328;152243889;81746301;98971379074;1950-03-22
203;Soraia Carrasco Silva Tinoco;4334-733;soraiascst@sal.ipg.pt;947026111;128179770;83837298;92566559305;1983-06-18
204;Francisca Quadros Regueira Carneiro Arouca Carreira;2409-751;franciscafqrcac@sal.ipg.pt;961275244;409532993;23391946;46535096022;1944-08-08
205;Francisca Farias Andrade Arantes Lopes Carvalheira;4141-593;franciscaffaalc@sapo.pt;959977589;358800516;83372452;52810593191;1960-10-13
206;Soraia Seixas Mateus Sequeira Moreno;19807-397;soraiassmsm@sal.ipg.pt;945421464;493357383;27084047;72470503478;1953-06-27
207;Pedro Rocha Cardoso Eanes Cipriano Paredes;10715-507;pedroprcecp@sal.ipg.pt;952869609;287922319;51653470;14529344789;1972-04-13
208;Eduardo Amorim Rosado Amora;14340-349;eduardoeara@hotmail.com;919563834;464128471;49294797;82857490531;1950-04-24
209;Soraia Coelho Barbosa Mendes Moreira;2370-650;soraiascbmm@gmail.com;929862313;423913074;94441538;40267517082;1947-07-01
210;Odete Arouca Carneiro Coelho Real;3731-829;odeteoaccr@sapo.pt;967711223;247379227;61382101;67579119573;1974-02-19
211;Rodolfo Vivas Carmona Ferraz Andrade;13235-687;rodolforvcfa@sapo.pt;931455909;174655818;36423305;21137445889;1963-06-05
212;Clarice Mora Mourão Moreira Mora Domingos;17640-941;claricecmmmmd@gmail.com;921671502;398561614;85594526;86727521700;1951-01-31
213;Carina Rego Calado Carrico Rosado;3211-598;carinacrccr@sapo.pt;924983275;374489515;50268344;29977529928;1972-10-31
214;Camilo Queiros Almeida Santos Amorim Paredes;6042-377;camilocqasap@hotmail.com;959452610;192126811;36395442;13176133297;1974-06-10
215;Carina Soeiro Dinis Calheiros Proenca;5184-153;carinacsdcp@sal.ipg.pt;944184790;248033922;54454568;43472813397;1944-03-23
216;Silvia Soeiro Proenca Fonseca Baptista Eanes Coelho;17113-58;silviasspfbec@sal.ipg.pt;945282264;192502684;27224701;44119622014;1953-12-16
217;Liliana Paredes Vivas Amora Moura Pires;9873-631;lilianalpvamp@sapo.pt;949005560;461787132;65393077;79116626737;1980-08-29
218;Luis Carreira Seixas Carrico Martins Pinheiro;1429-501;luislcscmp@hotmail.com;941345390;235774327;95791641;31639316451;1952-11-25
219;Lucas Dias Rego Caneco;15713-142;lucasldrc@sal.ipg.pt;930080286;404487183;93104804;23544838516;1946-01-26
220;Bruno Clementino Dias Amado Pacheco;2314-515;brunobcdap@hotmail.com;944972322;176585102;57029055;93991875878;1963-09-11
221;Hugo Pacheco Bogas Ramalho Paredes Coelho;10798-494;hugohpbrpc@sal.ipg.pt;962307009;378993936;84997122;64870027305;1953-12-27
222;Eduarda Rego Moreira Tinoco Mourão Carrico Antunes;14881-13;eduardaermtmca@gmail.com;952770719;294734231;33375213;86137525581;1970-11-26
223;Francisco Carmona Azevedo Rego Ferreira Antunes;18484-56;franciscofcarfa@sapo.pt;919744013;254737132;99701493;57304946930;1973-09-19
224;Bóris Ferreira Arantes Ferraz;1478-13;bórisbfaf@sal.ipg.pt;945351281;371898659;72327492;26933734195;1981-04-11
225;Pedro Santos Almeida Valbom Azeredo;11246-312;pedropsava@sal.ipg.pt;954803285;437057136;80095187;91367002585;1979-05-28
226;Ricardo Lobato Bacelar Soeiro Mateus Carmona Cabral;14256-627;ricardorlbsmcc@hotmail.com;968233677;103236428;23185164;93487043645;1945-11-16
227;Dora Brito Bogas Ferraz Antunes Clementino;3709-858;doradbbfac@sal.ipg.pt;957991349;187319577;41699929;33187333346;1947-05-21
228;Rita Brito Santos Leal Queiros Almada Aguiar;13812-919;ritarbslqaa@gmail.com;925075456;126149750;74358016;92498211849;1980-07-05
229;Lucas Queiros Santos Cardoso Amora;18356-538;lucaslqsca@sal.ipg.pt;935257712;305434289;25041714;40999314825;1975-07-16
230;Dolores Mourão Nogueira Paredes Arantes;17825-656;doloresdmnpa@sapo.pt;966564138;428556255;43850417;66472341527;1971-05-30
231;Celino Barros Mora Matos Mateus Paredes Azevedo;2110-255;celinocbmmmpa@gmail.com;957439598;442632173;42715219;58728491700;1979-09-28
232;Eduarda Farias Ferraz Calado Santos;17913-894;eduardaeffcs@sapo.pt;951374524;312636220;92229922;30835069672;1960-03-07
233;Soraia Mota Macedo Carrico Farias;8802-350;soraiasmmcf@hotmail.com;939964870;276202483;32909244;41352309314;1984-12-12
234;Paula Mateus Lobato Barros Nascimento;5392-616;paulapmlbn@gmail.com;915938149;213379442;55390233;92828028693;1956-07-06
235;Ana Soeiro Ferraz Castro Mora;18959-832;anaasfcm@sapo.pt;947447427;457239710;42808794;83777975481;1974-07-24
236;Marisa Arouca Paredes Estrela;2581-503;marisamape@sapo.pt;935883150;277386215;81495517;19404890669;1994-03-03
237;Eduardo Paredes Carvalheira Real Proenca;7785-492;eduardoepcrp@sapo.pt;917971709;413829623;37690816;15845498987;1998-05-05
238;Carlota Lopes Rosado Almeida Seixas Andrade Arouca;16447-282;carlotaclrasaa@sal.ipg.pt;937721095;329406257;35705961;72482310300;1969-12-01
239;Celso Amado Amora Nunes Brito;5905-218;celsocaanb@sapo.pt;938885137;416156197;71314346;17665032926;1965-08-01
240;Catarina Dinis Carrasco Carneiro Arouca Leal Belchior;7866-488;catarinacdccalb@hotmail.com;965593269;410690912;64706784;58258809978;1985-06-22
241;Claudio Baptista Amorim Andrade Ferraz Andrade Moreira;19491-290;claudiocbaafam@hotmail.com;944111986;323094337;23967382;56594502115;1994-06-06
242;Dina Azenha Moreno Lopes;17276-763;dinadaml@hotmail.com;926017809;183668583;67593356;13175533678;1981-12-02
243;Bruna Queiros Regueira Ferraz Belchior;10803-106;brunabqrfb@hotmail.com;929045384;473733258;64605271;30473272723;1987-02-16
244;Celso Bacelar Carreira Vivas Queiros Lobato Soeiro;10760-525;celsocbcvqls@hotmail.com;928959296;150673298;80428842;94880904247;1987-05-31
245;Odete Mateus Azeredo Farias Vivas;19986-904;odeteomafv@gmail.com;967443410;308699505;39817486;93873407733;1983-08-02
246;Carla Real Brito Brito;5877-994;carlacrbb@sapo.pt;943114041;246549429;32103095;16637132086;1946-05-21
247;Basilio Antunes Lopes Azeredo Farias;9133-352;basiliobalaf@sapo.pt;969064150;378320690;51258244;74078617256;1986-06-25
248;Leonor Azenha Paredes Ferro Domingos Calheiros Amora;11252-20;leonorlapfdca@sal.ipg.pt;941481682;493718451;96152234;37320805061;1960-04-13
249;Joana Mota Almeida Bogas Dias Tinoco Belchior;16702-325;joanajmabdtb@gmail.com;941870786;234807169;52981751;62598950542;1953-09-14
250;Carlota Almada Eanes Caneco Ferreira Aguiar;5519-554;carlotacaecfa@gmail.com;956088286;296920227;60572546;86925344632;1950-10-23
251;Leonor Castro Estrela Tinoco Amorim Tinoco Leal;3310-452;leonorlcetatl@sal.ipg.pt;939633033;474833981;79057983;37798523107;1985-06-26
252;Basilio Matos Amorim Pires Lopes Almada Coelho;4120-517;basiliobmaplac@hotmail.com;918650245;218708028;96298348;61138877670;1941-04-24
253;Leonor Cardoso Coelho Ferraz;16441-358;leonorlccf@hotmail.com;929176877;424479195;69793833;71933884359;1990-06-11
254;Catarina Rego Castro Vivas;7404-901;catarinacrcv@hotmail.com;919756005;359938443;62939483;35172994060;1952-04-15
255;Bernardo Amora Rocha Nascimento Cunha;5629-271;bernardobarnc@hotmail.com;926340070;248304497;75288074;12073086602;1993-01-23
256;Eduardo Rosado Carvalheira Carneiro Cabral Andrade;19747-314;eduardoerccca@sal.ipg.pt;939167719;296260657;58712900;71195144320;1983-07-21
257;Francisco Rego Farias Nunes;16105-326;franciscofrfn@hotmail.com;925103747;299207389;33464386;30824610972;1954-03-19
258;Dora Bacelar Amorim Calado Leal Quadros Regueira;1095-289;doradbaclqr@sapo.pt;935164522;296928679;39122294;45370233935;1964-09-25
259;Dulce Azeredo Mota Bogas Lobato Mota;1966-890;dulcedamblm@sal.ipg.pt;929534643;250475849;53907837;18159309968;1940-01-14
260;Eduarda Almada Santos Fonseca;8215-378;eduardaeasf@hotmail.com;933397146;133983307;89665216;84870820955;1953-09-08
261;Claudio Valbom Seixas Azenha Barbosa Carvalheira;2928-120;claudiocvsabc@gmail.com;931268110;157209823;35196499;29192585046;1940-05-19
262;Hugo Sequeira Tinoco Carmona;8909-948;hugohstc@gmail.com;922437638;401982339;59923806;53185697169;1976-01-09
263;Maria Rosado Mora Paredes Soeiro Moreira Cabral;15435-469;mariamrmpsmc@sal.ipg.pt;913955420;358973939;71468196;65415576637;1982-04-23
264;Dolores Soeiro Aguiar Azevedo Tinoco Farias Peres;14825-647;doloresdsaatfp@sal.ipg.pt;950859185;484671192;56351324;34444988758;1941-11-03
265;Dora Domingos Amorim Sequeira Antunes;1251-19;doraddasa@gmail.com;965113642;401820547;69519532;55944846808;1968-04-02
266;Paulo Carvalheira Barbosa Real Calheiros;5663-642;paulopcbrc@sal.ipg.pt;937977051;460898269;39113989;11469129980;1966-10-29
267;Celso Cardoso Cardoso Arantes;14891-759;celsoccca@gmail.com;941199655;475758841;44400705;12589691960;1968-06-12
268;Dulce Mateus Andrade Ramalho Calheiros;8543-426;dulcedmarc@sal.ipg.pt;932521516;312436910;85502726;78744289964;1989-06-27
269;Camilo Calado Moreira Carmona Amorim;18640-461;camiloccmca@hotmail.com;926235137;108309129;28437334;75427631083;1992-05-04
270;Maria Regueira Eanes Macedo;19756-296;mariamrem@gmail.com;911455600;324201073;84584611;75164387505;1948-10-29
271;Odete Valbom Amorim Dias Carvalheira Macedo;19054-989;odeteovadcm@hotmail.com;963306949;451145881;38335052;32903226814;1953-08-12
272;Valdemar Macedo Barbosa Rocha Cipriano Vivas;11248-781;valdemarvmbrcv@sal.ipg.pt;923053178;492455051;93337799;61602787094;1970-01-28
273;Bruna Barbosa Eanes Regueira Queiros;18421-935;brunabberq@hotmail.com;937598091;320601203;41562375;71683470346;1990-11-06
274;Joana Leão Santos Soeiro Seixas Rego;16063-281;joanajlsssr@sal.ipg.pt;959790277;320501967;43609217;30211090420;1989-02-28
275;Francisca Moreno Pires Amorim Moura;9106-249;franciscafmpam@gmail.com;962306943;456459155;68621290;83986015442;1979-09-09
276;Dolores Barros Carrico Barros;14514-9;doloresdbcb@sal.ipg.pt;922384073;375535768;89993685;58707615601;1961-05-07
277;Carlota Leão Amorim Caiado;3953-55;carlotaclac@sal.ipg.pt;930074679;260662028;61363895;88906441839;1975-02-05
278;Carmo Bogas Arantes Almeida Mendes Santos;11075-874;carmocbaams@hotmail.com;924004537;468358525;76987162;21645861665;1964-04-22
279;Basilio Paredes Fonseca Quadros;14677-637;basiliobpfq@sapo.pt;936894449;168440611;88350457;24880837853;1958-10-09
280;Soraia Sequeira Paredes Moreira Nunes Valbom Ferreira;3609-370;soraiasspmnvf@sapo.pt;954480576;181900529;31586485;40656924793;1983-10-25
281;Cristiano Mourão Peres Valbom Dias Moreira Pinheiro;2536-43;cristianocmpvdmp@hotmail.com;918041779;451428920;57596150;76431508048;1974-09-07
282;Claudio Antunes Baptista Proenca;14296-994;claudiocabp@sal.ipg.pt;911348593;213912287;79437341;52979407461;1948-11-27
283;Eduardo Rosado Martins Brito;12547-405;eduardoermb@sal.ipg.pt;962629941;100917558;74905085;89306848883;1999-10-01
284;Carlota Ferro Bogas Almeida Martins Castro;4485-510;carlotacfbamc@sal.ipg.pt;921534621;434138369;61801931;67221360826;1999-03-18
285;Bruna Santos Amorim Lopes Belchior Ramalho Macedo;9850-426;brunabsalbrm@sal.ipg.pt;940850759;128684254;72264627;53155444502;1950-01-11
286;Bruna Regueira Santos Castro;7691-539;brunabrsc@sal.ipg.pt;966191140;257950254;35929586;34749455537;1956-12-29
287;Dulcineia Paredes Valbom Calado Moura;17202-763;dulcineiadpvcm@gmail.com;921420605;495246919;78021212;16380428350;1958-06-09
288;Odete Domingos Antunes Azenha Martins Antunes Fonseca;11345-452;odeteodaamaf@hotmail.com;913770213;167634114;50802236;66723933084;1966-06-29
289;Eduarda Cipriano Paredes Barros Quadros;12519-969;eduardaecpbq@sapo.pt;947954929;397214346;68580680;16189097028;1944-04-21
290;Basilio Mendes Cipriano Queiros Azenha;17570-665;basiliobmcqa@sapo.pt;954174568;218194720;60018491;58348347572;1977-09-15
291;Cristina Brito Regueira Sequeira Baptista;6189-226;cristinacbrsb@hotmail.com;947667403;324297204;81050437;20826384392;1957-02-01
292;Daniel Pinheiro Calado Pinheiro Azenha Ramalho;8591-574;danieldpcpar@gmail.com;923541563;354968132;70463172;95004484535;1946-02-08
293;Cristina Peres Mendes Dias Silva Rego;4492-997;cristinacpmdsr@gmail.com;923022982;292145000;37401445;81683791856;1971-10-26
294;Celino Farias Coelho Pires Moura;2582-592;celinocfcpm@gmail.com;957672376;233679617;60285890;93009949940;1961-06-02
295;Soraia Barbosa Aguiar Sequeira Arantes;15996-190;soraiasbasa@sal.ipg.pt;963495923;191816793;86474424;31968037012;1946-01-02
296;Vitor Carrasco Dias Brito Moreira;9777-428;vitorvcdbm@sal.ipg.pt;917829502;299563691;25000002;21215650494;1977-03-10
297;Carlota Leal Almada Paredes;13434-172;carlotaclap@gmail.com;925255422;347285335;80977486;47018237701;1969-03-19
298;Dulcineia Moura Bacelar Barros Arantes Brito;14518-485;dulcineiadmbbab@sal.ipg.pt;921921472;354437088;78874924;60145629872;1969-02-04
299;Liliana Lopes Carneiro Baptista Carreira;10712-442;lilianallcbc@hotmail.com;957660866;190724204;42666440;32322613464;1981-10-19
300;Carmo Proenca Martins Cardoso Silva;8854-837;carmocpmcs@gmail.com;951003439;391704264;76806838;55631331319;1943-06-02
301;Vitor Mourão Lopes Calheiros Amorim Barbosa Carrico;7946-47;vitorvmlcabc@hotmail.com;956409926;303946074;47650750;96196838904;1983-12-30
302;Carla Fonseca Moreira Ferraz;4506-269;carlacfmf@sapo.pt;911377830;279551236;79998753;30074618295;1948-08-22
303;Celso Castro Mateus Azeredo Valbom Nascimento Bacelar;3262-596;celsoccmavnb@sal.ipg.pt;945961301;277777577;68817530;91638433550;1952-04-11
304;Paulo Leal Real Peres;16543-172;pauloplrp@sal.ipg.pt;967042213;475546584;59013929;36591951420;1987-02-02
305;Claudio Pacheco Amorim Moreira Leal Cipriano;16532-142;claudiocpamlc@gmail.com;945713531;387620236;95007475;97869560103;1974-05-09
306;Catarina Amora Clementino Santos;12484-181;catarinacacs@hotmail.com;945275966;166527307;67334580;73975043548;1955-04-30
307;Bruno Regueira Cipriano Cunha Bacelar Mora Rocha;13526-1;brunobrccbmr@sal.ipg.pt;953749690;263641145;41958785;17635783967;1953-05-26
308;Carmo Mora Valbom Ferreira;18199-853;carmocmvf@hotmail.com;961760139;470868305;21921539;65099944259;1948-01-01
309;Bruna Antunes Andrade Valbom Mateus Soeiro Ferreira;11072-570;brunabaavmsf@sal.ipg.pt;928506617;258953520;44875345;57524764880;1953-08-28
310;Carina Lopes Soeiro Carneiro;6720-631;carinaclsc@sapo.pt;916451593;150183562;61683002;23874684793;1970-09-23
311;Duarte Paredes Ferreira Bacelar Calado Mora;9478-414;duartedpfbcm@sal.ipg.pt;955861465;281114620;43139618;94416097793;1993-07-03
312;Maria Barros Azevedo Leão Coelho;6101-12;mariambalc@sal.ipg.pt;946274060;183560531;48083132;38771004436;1950-11-06
313;Ricardo Carrasco Mendes Ferreira;13623-783;ricardorcmf@gmail.com;945446286;267873569;58233911;51007217631;1982-10-31
314;Catarina Valbom Carmona Carneiro Cipriano Castanheira Bogas;11327-349;catarinacvccccb@sapo.pt;948548558;238751015;24878360;98065853739;1965-03-14
315;Francisca Almeida Mendes Pinto Regueira Calado Calheiros;10118-541;franciscafamprcc@hotmail.com;944540621;470631064;50546574;29265148438;1980-12-14
316;Dolores Paredes Leão Cardoso Barbosa;13552-175;doloresdplcb@gmail.com;914782532;405415485;85384769;94998094920;1942-11-27
317;Marisa Azenha Fonseca Carmona;3375-437;marisamafc@sal.ipg.pt;960795538;332093787;74343396;34886966057;1989-01-01
318;Odete Leal Calheiros Eanes Castro;2693-378;odeteolcec@sapo.pt;940492328;463375989;86858808;86849630134;1996-03-15
319;Duarte Cardoso Vivas Silva;18313-706;duartedcvs@sapo.pt;947605677;470351815;22468509;75154347379;1990-09-07
320;Soraia Castro Carneiro Ferreira Valbom;16654-880;soraiasccfv@hotmail.com;942011326;457594464;42192688;79116670155;1990-10-14
321;David Moreno Azeredo Moreira;2594-354;daviddmam@hotmail.com;921268877;267628852;50740434;80271664707;1940-02-18
322;Eduardo Coelho Nunes Nogueira Azenha Cipriano Nogueira;18273-894;eduardoecnnacn@hotmail.com;915805343;212884697;87699321;69661489611;1975-10-09
323;Vitor Vivas Antunes Castanheira;17957-844;vitorvvac@gmail.com;967085088;169509665;96698449;95372351044;1988-01-17
324;Soraia Caiado Dinis Pires Castanheira Cipriano;5901-221;soraiascdpcc@hotmail.com;939098640;286684914;73830828;73881652722;1975-04-03
325;Cristiana Carmona Soeiro Quadros;2539-155;cristianaccsq@sal.ipg.pt;918059912;441764173;85680325;40312855621;1958-03-05
326;Ana Brito Moura Ferreira Azenha Cunha;7276-436;anaabmfac@gmail.com;954040462;485336151;94413589;16576505613;1981-02-17
327;Vitor Andrade Antunes Cipriano Arantes;4880-705;vitorvaaca@sal.ipg.pt;969927120;122858208;23078195;64718410784;1997-08-22
328;Maria Farias Coelho Matos Pinheiro Azenha Cipriano;4325-554;mariamfcmpac@sapo.pt;942275031;262206745;39201200;79066536346;1983-04-25
329;Pedro Pinto Rego Sequeira Cipriano;19882-778;pedropprsc@hotmail.com;958906658;378512989;45916928;18778648082;1978-03-20
330;Dulcineia Quadros Calheiros Lobato;2308-36;dulcineiadqcl@sal.ipg.pt;930875998;280335117;41089252;87598885460;1943-04-02
331;Luis Castanheira Calheiros Lobato Regueira;4990-857;luislcclr@sal.ipg.pt;932641327;430868103;87361823;88977179624;1996-10-19
332;Paula Almada Sequeira Mateus Soeiro;18226-320;paulapasms@sal.ipg.pt;935115192;194304437;23850199;49050204992;1941-05-02
333;Eduardo Coelho Domingos Ramalho Dinis Regueira Leão;1855-266;eduardoecdrdrl@gmail.com;955794170;275255895;87813411;41875257688;1979-05-03
334;Catarina Mourão Dias Nogueira Castro Brito Farias;16085-707;catarinacmdncbf@gmail.com;934133274;221601481;51719219;87902804318;1950-11-19
335;Luis Pinto Paredes Leal Pires Carreira;19835-328;luislpplpc@sapo.pt;953748940;401532885;80553340;45054404582;1941-07-05
336;Cristiana Nunes Rocha Moreira;18693-367;cristianacnrm@sapo.pt;967804141;432639427;32483787;93085483382;1948-06-09
337;Claudio Carrico Andrade Matos Brito Calado;3960-447;claudioccambc@hotmail.com;945119391;214446374;44619850;79358321194;1993-04-24
338;Maria Pinheiro Ramalho Bacelar Castro Macedo;1111-516;mariamprbcm@sal.ipg.pt;928078531;288141792;90046103;26679558558;1981-09-05
339;Rita Carmona Carreira Calheiros Martins;10974-981;ritarcccm@sal.ipg.pt;944682643;301009950;49934565;28883038789;1955-03-10
340;Carla Azeredo Azevedo Eanes Ferraz Arantes;6088-264;carlacaaefa@hotmail.com;964802895;497175432;60424722;46912032083;1986-10-25
341;Dina Bogas Barbosa Farias Amora;6726-123;dinadbbfa@sapo.pt;948266987;168854430;46644283;76743336436;1951-11-27
342;Celino Rosado Azeredo Ramalho Farias;6657-541;celinocrarf@hotmail.com;917724966;423836543;27804644;45838111413;1971-11-13
343;Francisco Almada Silva Seixas Fonseca Mateus Rego;10052-680;franciscofassfmr@sal.ipg.pt;937221808;382007705;96028253;87194595869;1958-12-29
344;Liliana Amorim Mora Belchior Antunes Arouca;6928-52;lilianalambaa@sapo.pt;913405638;172041643;84691208;45379834588;1953-01-18
345;Dolores Pacheco Pinto Mora Carrico Real;4960-664;doloresdppmcr@gmail.com;959665754;163123878;24845897;76821937567;1998-06-07
346;Carla Castanheira Real Amorim;19594-704;carlaccra@sal.ipg.pt;941788436;203643144;51447049;67356086334;1965-07-15
347;Ana Eanes Belchior Carrasco;19471-285;anaaebc@sal.ipg.pt;932418765;473514353;89693999;86154712417;1961-03-24
348;Soraia Belchior Carrico Moreno Amora Rosado;18507-379;soraiasbcmar@sal.ipg.pt;924324152;363151496;64804410;18906026161;1944-09-07
349;Carla Barros Rocha Real Ramalho Bacelar Amado;14476-73;carlacbrrrba@hotmail.com;913258733;477626019;98097202;62898174590;1974-05-02
350;Camilo Cabral Tinoco Amorim Cabral Farias;16324-104;camilocctacf@sapo.pt;948050883;375563996;39987284;68563901328;1996-01-01
351;Pedro Brito Ramalho Caneco Pacheco;11290-157;pedropbrcp@gmail.com;947956855;244371715;95791862;71525653634;1985-08-12
352;Vitor Belchior Carrasco Brito Quadros Carrico Andrade;9316-516;vitorvbcbqca@gmail.com;948132149;487518912;31780998;47529547897;1978-07-02
