IDUTENTE;NOME;NUMERODISPOSITIVOELETRONICO
1549037;LUCAS AMORIM LOBATO MENDES REAL;19529-926
1549711;CRISTINA NASCIMENTO MOURÃO PIRES CLEMENTINO MENDES;17935-314
1550418;RICARDO BELCHIOR BARROS CASTRO CARVALHEIRA;12205-875
1550561;DOLORES DINIS REGO SILVA AZENHA AROUCA;3722-477
1552808;ANA CIPRIANO ROSADO AROUCA CAIADO ALMADA;13578-828
1554509;DINA CARRICO AZENHA CARREIRA MENDES;8326-746
1555776;BRUNA FERRAZ MOTA FERRO ANDRADE BACELAR;10090-679
1556987;DULCE QUEIROS AGUIAR CARRICO;14471-907
1561199;ODETE MATEUS BOGAS ARANTES CARVALHEIRA NOGUEIRA LOPES;4310-489
1562229;ALZINDA MARTINS FERRAZ MORENO BELCHIOR SOEIRO ROSADO;3923-590
1563168;DULCINEIA CLEMENTINO COELHO DOMINGOS FERRAZ PERES ESTRELA;8651-528
1564775;DULCE NUNES FONSECA ROSADO;15770-191
1566088;DULCINEIA SOEIRO FERRO SANTOS;18433-462
1566983;FRANCISCO REGO CAIADO PIRES;2318-312
1567307;CARINA BAPTISTA AROUCA LEAL;7384-99
1567547;SILVIA MACEDO LEAL MORENO REGO CALADO;17082-749
1569121;RITA PINHEIRO MOTA CARRICO CARNEIRO;19645-52
1570104;PAULA LEÃO ANDRADE SOEIRO;8125-941
1570188;MARIA BELCHIOR AMORIM CALHEIROS;6518-533
1575135;MARISA REGO CARRASCO DIAS MENDES MORA;9800-717
1575367;LUCAS CARVALHEIRA PINTO BELCHIOR ALMEIDA;17252-373
1580639;LUIS FARIAS REAL MATOS FERREIRA;13326-74
1581245;DINA AZEREDO FONSECA FARIAS AMADO QUEIROS MOURÃO;2738-592
1584460;BRUNO CAIADO CARREIRA MORA REGO CLEMENTINO NOGUEIRA;13977-212
1586569;CLAUDIO MOREIRA NOGUEIRA VIVAS NASCIMENTO BELCHIOR;9771-505
1589664;RITA MOURA AMORIM SEIXAS NUNES PINTO;7164-162
1591738;CRISTIANO AMORIM ANDRADE MATEUS ESTRELA MOURÃO BRITO;13821-501
1592495;FRANCISCO MOURA DIAS PACHECO LEÃO;14099-985
1596070;DINA REAL NUNES PACHECO CANECO;18703-122
1597514;DANIEL PIRES CUNHA LOBATO BELCHIOR;4834-277
1598188;ODETE AMADO ROSADO MENDES BRITO REGO;15712-521
1598736;VALDEMAR VIVAS MACEDO REGO MATEUS;1560-885
1601610;ALZINDA MATOS ALMEIDA REAL ANDRADE;8096-438
1601845;SORAIA EANES BACELAR LOBATO DOMINGOS BRITO;11717-353
1604277;RODOLFO MENDES SANTOS ANDRADE;19338-305
1605236;CARLA BRITO AMORIM MOURA MOREIRA;12671-748
1606390;MARISA COELHO FONSECA CUNHA MOTA PINHEIRO SILVA;13833-295
1607052;CATARINA FERREIRA NASCIMENTO RAMALHO NASCIMENTO QUEIROS CIPRIANO;7903-830
1607123;BASILIO PROENCA ANDRADE PAREDES;6253-533
1607891;ODETE AZEVEDO PROENCA ROSADO CIPRIANO CABRAL;18871-872
1608426;BERNARDO SANTOS CUNHA MATOS CANECO QUADROS CARNEIRO;2612-847
1608496;DULCE MOURÃO ALMEIDA PIRES REGO;9165-112
1608923;BRUNA CARNEIRO SOEIRO REGO REAL;5841-932
1615327;CELINA BOGAS CASTANHEIRA DINIS RAMALHO AMADO CARRICO;16286-948
1615818;CARINA CARNEIRO CALHEIROS ALMADA SEIXAS;13957-124
1617171;CELSO LEÃO MENDES MATOS;3683-941
1617480;BRUNO MARTINS REGO ANDRADE BAPTISTA AZEREDO QUADROS;19795-274
1618498;DINA MACEDO CIPRIANO AMORA CASTANHEIRA PINTO;18870-816
1618605;CATARINA NOGUEIRA BACELAR VIVAS AROUCA FARIAS;14297-53
1619247;DAVID SOEIRO MARTINS CARMONA DINIS NOGUEIRA;4568-759
1621752;SORAIA PIRES QUADROS VALBOM FERREIRA CARNEIRO SEIXAS;4563-895
1622365;CRISTIANO LOBATO CASTRO LOPES;13780-923
1622588;MARIA QUADROS CARMONA AGUIAR LEÃO FERRAZ CALADO;18540-255
1623727;RODOLFO CUNHA MORA DOMINGOS NOGUEIRA CLEMENTINO VALBOM;7957-122
1624787;RICARDO CIPRIANO ANDRADE CARRICO ANDRADE CARDOSO;18721-186
1624886;CLARICE PERES AMORIM CARVALHEIRA;11558-767
1626463;FRANCISCO CARNEIRO REGO BELCHIOR CARREIRA CARMONA PACHECO;2975-502
1626627;HUGO BARROS SEQUEIRA CARVALHEIRA REAL QUADROS CLEMENTINO;8575-617
1627897;VITOR ROSADO BARROS ALMEIDA;6375-521
1628751;DINA FERRAZ CANECO MOREIRA PAREDES;12674-850
1628949;EDUARDO CASTRO CARMONA FERREIRA MATEUS;5846-538
1629219;CARLOTA LEAL CARMONA FERREIRA SILVA ESTRELA FARIAS;14329-599
1630601;LEONOR DOMINGOS ANTUNES COELHO ANDRADE RAMALHO;9784-509
1630678;DOLORES LOBATO BRITO FARIAS PIRES;19145-579
1631280;ANA ROSADO CABRAL LEÃO REAL;7946-597
1632049;CLARICE CUNHA NUNES VALBOM CASTRO CALHEIROS ARANTES;13888-665
1632191;CRISTIANO BRITO AZENHA BRITO PIRES CARDOSO BOGAS;7291-462
1632807;CLARICE NASCIMENTO DOMINGOS MENDES;9739-141
1635819;DANIEL AZENHA ALMEIDA ANTUNES MOURÃO EANES;16465-752
1638268;MARISA CARREIRA FERREIRA CALHEIROS;19850-75
1639263;CRISTIANA AZEREDO CAIADO PIRES CLEMENTINO;13068-619
1639358;VALDEMAR PACHECO NASCIMENTO BAPTISTA NOGUEIRA;7603-621
1640174;CLOTILDE MOREIRA ANDRADE SANTOS FERRO ESTRELA NASCIMENTO;2302-732
1641150;BRUNA AZEREDO CIPRIANO PROENCA ANTUNES;4693-638
1642064;PEDRO BACELAR BRITO SEIXAS ANTUNES ROCHA LOPES;15429-505
1642330;CARMO PERES PROENCA CARDOSO AZEVEDO LEÃO MARTINS;8287-59
1643704;CARMO CABRAL CABRAL BOGAS ARANTES LOBATO;16415-946
1644080;DULCINEIA NUNES CASTRO CAIADO;6400-944
1644305;JOANA AMORIM MOURA QUADROS RAMALHO TINOCO ALMEIDA;4117-546
1644696;VALDEMAR BARBOSA CLEMENTINO NASCIMENTO LOBATO CALADO AGUIAR;5850-361
1647314;ALZINDA MATOS VALBOM NUNES;5519-153
1648366;BERNARDO QUADROS EANES LEÃO BOGAS CAIADO MORENO;2358-974
1648496;PAULA BARBOSA MARTINS PAREDES FONSECA SILVA MOURA;7013-304
1649336;CRISTIANO REGO MOURA CAIADO MOREIRA MATOS MOURA;5909-127
1650024;CARINA PINTO QUADROS CARNEIRO BOGAS;17009-675
1653280;CELINA FARIAS AROUCA CARNEIRO CAIADO REGO MORENO;16460-372
1657572;VITOR ESTRELA PERES LOBATO BRITO CARVALHEIRA PIRES;12683-284
1657679;MARISA CARMONA AMORA CALHEIROS ALMEIDA;9623-318
1658365;BERNARDO MATEUS AGUIAR ESTRELA BACELAR MOURÃO CARRICO;1753-228
1659962;FRANCISCA ANDRADE REGO REGO BRITO;3018-310
1661284;VALDEMAR DINIS REGO AZEVEDO;14087-81
1662808;CELINA SOEIRO FERREIRA FONSECA LOPES;16820-52
1664092;EDUARDA MOREIRA AMORA EANES LOPES FONSECA;4363-931
1664792;JOANA CANECO CALADO BOGAS CARRASCO;11478-294
1671161;CATARINA BARBOSA AZEVEDO ANDRADE;13106-950
1675889;PAULO ESTRELA MACEDO MORENO ARANTES CLEMENTINO;10064-675
1679455;BERNARDO CUNHA MATEUS FARIAS CUNHA;19426-513
1681003;DULCINEIA ESTRELA ANTUNES ESTRELA ESTRELA MOURÃO;8453-971
1681526;ODETE FERREIRA BRITO CARDOSO SANTOS;12554-851
1681581;CARLA MOTA MATEUS CARREIRA CARNEIRO;10476-182
1681844;RICARDO CARMONA AMORIM MORENO DINIS LEÃO;5559-139
1681925;CATARINA FARIAS BARBOSA CAIADO;15757-141
1683058;DOLORES ESTRELA COELHO PERES;14734-582
1683370;CRISTIANA AZENHA SEIXAS RAMALHO BRITO MORENO;14634-241
1686440;CARLA ANDRADE MORA BARROS TINOCO MACEDO QUADROS;8528-392
1686613;DUARTE PAREDES LOBATO FARIAS AGUIAR CABRAL;14370-428
1687916;LUCAS SEQUEIRA VALBOM CARMONA AZEVEDO CARRICO MOURA;4240-68
1689322;CLAUDIO MORA SANTOS RAMALHO;8982-480
1690879;MARISA MARTINS AZEREDO BOGAS ALMEIDA PACHECO;1709-425
1691182;CELINO QUEIROS PROENCA DINIS DOMINGOS PIRES FERREIRA;3412-139
1691762;CELINO CARRASCO ANTUNES BELCHIOR SOEIRO;9510-319
1693443;CELSO RAMALHO CARVALHEIRA LEAL;3091-171
1694280;FRANCISCO RAMALHO QUEIROS MACEDO;11220-481
1695309;CATARINA NUNES BELCHIOR MACEDO;7018-370
1697492;ANA AMORIM BACELAR ROSADO LOBATO TINOCO CARRICO;10159-955
1699035;MARIA SOEIRO QUEIROS CASTRO MARTINS;7226-30
1699559;CATARINA AMORIM CANECO CUNHA;19501-912
1701167;SILVIA LOBATO ROCHA VALBOM;15915-782
1702007;DAVID FERRO CASTRO MORENO CARREIRA RAMALHO RAMALHO;15783-529
1703275;DULCINEIA AMADO RAMALHO CAIADO;1551-365
1705782;CRISTINA AMORA DOMINGOS RAMALHO MOURÃO;14264-661
1707249;LEONOR PERES ALMEIDA FONSECA SOEIRO;11273-778
1708602;JOANA FARIAS TINOCO ROCHA AZENHA CARREIRA;8742-891
1708747;DOLORES RAMALHO MORENO CLEMENTINO CARMONA CASTANHEIRA SOEIRO;5313-905
1711707;CELINA SEIXAS BELCHIOR SANTOS;4092-442
1711942;EDUARDA FONSECA CARRASCO REGUEIRA;11537-697
1712832;CRISTIANO MOTA ROCHA BELCHIOR;9245-545
1714033;CRISTIANO AZEVEDO CIPRIANO ANDRADE DIAS AMORIM ANDRADE;2448-271
1715164;MARIA FERREIRA MACEDO MATOS CABRAL;1739-199
1715426;CATARINA LEÃO PINTO BELCHIOR MOREIRA;2636-961
1715765;DORA CARDOSO AGUIAR SEIXAS AZEVEDO SEIXAS SANTOS;16356-942
1716882;FRANCISCA ROCHA MOURA ROCHA FARIAS CARMONA PINTO;6246-807
1722799;RODOLFO AROUCA ARANTES CARVALHEIRA DIAS BACELAR;8859-633
1723727;VITOR QUEIROS FERRAZ ALMADA CLEMENTINO;9528-383
1724851;PEDRO NOGUEIRA BARBOSA MACEDO;17605-486
1724970;CELINO AMORIM CALADO REGO REGO MATEUS NOGUEIRA;15970-752
1726363;BERNARDO VALBOM ANTUNES SOEIRO NUNES ANDRADE CARRASCO;7821-86
1726713;DORA SILVA PINHEIRO PINHEIRO AMADO;11191-390
1727295;CELINO FONSECA BACELAR BOGAS;8541-104
1728504;BASILIO CARMONA COELHO CALHEIROS;10746-865
1729237;BRUNO BRITO SOEIRO ANTUNES;4104-953
1732522;PEDRO CALADO MOURA LEAL DOMINGOS ALMADA EANES;19000-702
1733233;CRISTINA LOBATO BAPTISTA ANTUNES CARDOSO;9821-740
1733393;DULCE LOPES MACEDO CARVALHEIRA;2664-76
1733755;RICARDO BAPTISTA SEIXAS FERRAZ MORA CUNHA;19385-943
1734801;CAMILO SEQUEIRA BACELAR DIAS PROENCA;1471-71
1736471;RODOLFO PINHEIRO CABRAL ALMEIDA SOEIRO;10844-148
1738117;RODOLFO AROUCA AZEVEDO CALADO TINOCO CLEMENTINO COELHO;12397-461
1738125;DORA EANES PROENCA MATEUS NASCIMENTO;12040-174
1742919;CATARINA LOPES PERES CARREIRA;14308-801
1744287;PAULA NUNES DINIS MOREIRA CARRASCO;16740-972
1744799;CAMILO CASTANHEIRA PIRES MORA SANTOS CAIADO LEAL;9627-618
1744880;CLARICE MATEUS LOBATO FERRAZ ANTUNES ROCHA AZEVEDO;12931-710
1745117;LEONOR ANDRADE CALADO PAREDES LOPES;1999-162
1746515;DULCE PERES BOGAS AROUCA PERES REAL MENDES;14538-898
1747349;EDUARDO ANDRADE EANES EANES;12556-432
1749375;JOANA LEAL REGO VALBOM AZEREDO VALBOM;1825-655
1752828;CRISTIANO ROCHA ROSADO ALMEIDA ROSADO MOTA PROENCA;3309-844
1753611;CRISTIANO CARDOSO CARMONA NUNES;13277-755
1762111;CARMO SOEIRO AZEREDO MOURA CALHEIROS REGO;14374-870
1762854;CELINA LEAL MORENO ALMADA PROENCA;9003-699
1763056;CRISTIANO ALMADA CASTANHEIRA MATOS PACHECO CARRICO;14475-50
1764124;PAULA CARRASCO PACHECO LEAL ARANTES RAMALHO AMORA;19280-961
1764828;PAULO CALADO MOTA CASTRO AZENHA AMADO LOBATO;16552-904
1764920;CLAUDIO LOPES ANDRADE MOURA CLEMENTINO MARTINS;16771-739
1765254;VALDEMAR MATOS ALMEIDA PIRES PERES AZENHA;4495-729
1766374;ODETE SEIXAS LEAL LOBATO BAPTISTA;8133-174
1768747;CELINA RAMALHO LOBATO AZEREDO;6717-308
1768793;CRISTIANA PINHEIRO MORENO BARROS MORENO REGO;8629-177
1772809;VITOR MORENO PIRES BACELAR;8960-542
1774413;JOANA CIPRIANO ROCHA AGUIAR AMORA AZEVEDO DINIS;3454-461
1778755;DORA EANES ARANTES BAPTISTA AGUIAR PACHECO EANES;19786-95
1779842;RODOLFO MATOS SANTOS ARANTES AROUCA LEAL;12145-657
1780900;CLAUDIO CANECO MATEUS CASTRO VIVAS REGO BRITO;14413-999
1781411;DULCE BRITO AGUIAR NUNES ROCHA ESTRELA;8898-347
1783257;DAVID PACHECO CIPRIANO PINHEIRO REGO;18044-514
1783963;EDUARDO FARIAS FONSECA REGO PROENCA FERREIRA SILVA;2287-715
1787188;FRANCISCO AZEREDO NASCIMENTO QUEIROS;17514-886
1789031;DINA CABRAL MENDES VALBOM EANES;3192-617
1789360;DOLORES SILVA CARREIRA AZEVEDO;7759-365
1790231;CRISTINA FERRO CARDOSO LOBATO AMORA BACELAR;3336-88
1794115;MARISA CLEMENTINO ALMEIDA QUADROS;5302-595
1795009;CLAUDIO AROUCA SILVA SOEIRO;18976-723
1795286;SILVIA CARNEIRO MARTINS LOPES MARTINS ARANTES CLEMENTINO;16643-927
1800053;CATARINA AROUCA DOMINGOS CABRAL;4180-325
1800244;EDUARDA QUADROS SILVA AMORIM AMADO AZEVEDO;17870-925
1800369;ALZINDA FERRO BRITO ANTUNES;13010-11
1803402;PAULA PACHECO TINOCO CARMONA ALMADA;17244-188
1809020;DINA ROSADO LOPES SOEIRO LOBATO NUNES BRITO;18568-208
1809273;RITA PAREDES MOURA FERREIRA PINHEIRO;13841-839
1810692;EDUARDO ROSADO REGUEIRA CARNEIRO AMORA FONSECA NOGUEIRA;5307-332
1812229;MARISA CARMONA QUADROS MACEDO CANECO COELHO;16432-713
1813020;CLOTILDE BRITO SOEIRO ANDRADE;3629-543
1813364;MARISA BRITO AGUIAR BRITO FERREIRA ARANTES COELHO;13995-709
1813641;FRANCISCO COELHO SILVA ARANTES BARROS;15565-576
1814849;CARINA CALHEIROS ROCHA RAMALHO MOTA CUNHA;19009-319
1816623;RODOLFO DOMINGOS ANDRADE PIRES PINTO;5206-930
1816787;CRISTIANO TINOCO SEIXAS BRITO CARRASCO SILVA;10030-666
1819492;LUCAS BRITO CLEMENTINO AMORA BRITO;12671-476
1820821;CARINA SOEIRO PROENCA FERREIRA CIPRIANO AZENHA FONSECA;9180-396
1822388;BRUNO NUNES CLEMENTINO LEÃO MARTINS MARTINS AMORA;3785-465
1822949;RITA AGUIAR MATEUS DIAS PINHEIRO ANTUNES;17805-530
1823307;ANA LOPES PACHECO ALMEIDA;17469-50
1826348;BERNARDO ROSADO BARBOSA LOPES BELCHIOR AGUIAR FARIAS;7476-660
1827968;FRANCISCO BAPTISTA NOGUEIRA ESTRELA NASCIMENTO MOURA;6028-753
1833133;CLARICE SILVA FONSECA LOBATO RAMALHO;13964-862
1836971;ALZINDA LEÃO AZEREDO BAPTISTA REGO VALBOM;7185-170
1839401;FRANCISCA AZEREDO ANDRADE ESTRELA SANTOS LEÃO;11604-168
1839869;RICARDO AGUIAR MOTA CARNEIRO SEQUEIRA SOEIRO;16415-706
1840090;PAULA MOURA MATEUS REGO;8977-775
1840408;CRISTINA ANTUNES DOMINGOS CALADO ANDRADE CIPRIANO;19350-998
1840574;BERNARDO ANTUNES BRITO ROCHA;7974-736
1840660;RITA FERREIRA LEAL REGO BARBOSA VALBOM;14337-707
1840804;VALDEMAR CARMONA ANDRADE BAPTISTA SANTOS RAMALHO CIPRIANO;7464-601
1841035;BRUNA MOREIRA PERES BARBOSA ALMADA SOEIRO;16844-46
1841827;SORAIA SANTOS ANDRADE ALMADA;7629-224
1841997;RICARDO DOMINGOS PACHECO CARDOSO;18254-9
1845287;MARISA REGO CIPRIANO CLEMENTINO SEIXAS CABRAL;6114-963
1846082;CRISTINA CARREIRA PROENCA MOURÃO REAL SANTOS;10884-35
1847984;DOLORES MATOS PACHECO ALMADA;11259-490
1849453;CELINA CALADO AZENHA BARBOSA LEÃO MATEUS;4980-641
1850052;RICARDO PINTO QUADROS FERREIRA LOPES AZENHA;10057-429
1850113;CRISTINA ANDRADE QUADROS CALADO CALHEIROS CARDOSO;17854-820
1850205;CELINO VIVAS NASCIMENTO MORA;9360-961
1850312;CLOTILDE AMADO MORENO CABRAL;11250-592
1854838;CARLA CASTANHEIRA TINOCO NUNES CARRASCO;12762-761
1855751;EDUARDA CASTANHEIRA LOPES EANES MOREIRA;14150-507
1855772;PAULO CARRASCO EANES MENDES FONSECA TINOCO;12445-64
1856659;PAULO CARRASCO MARTINS MOREIRA AZEREDO REGUEIRA;5635-484
1857098;ODETE CARDOSO MATEUS AZEVEDO CUNHA;14062-663
1857406;CELINA AMORIM AMORIM AZEREDO MENDES CALADO MACEDO;13839-231
1858310;LEONOR SOEIRO ROCHA CARNEIRO REGO;11782-89
1859016;VITOR QUEIROS CARDOSO PINHEIRO;3696-632
1859167;CAMILO AMORIM MOURA ESTRELA REAL AMORIM;9015-793
1859945;CAMILO AMORIM CAIADO AMORIM NUNES ROSADO MORENO;4453-328
1860465;BRUNO CALHEIROS MOREIRA MOTA PIRES BRITO;19169-206
1861484;ODETE COELHO MACEDO AROUCA SOEIRO VALBOM MACEDO;10662-490
1861785;LEONOR AZEREDO DINIS CALHEIROS MOTA CIPRIANO MORA;1348-929
1863235;DULCINEIA EANES ANDRADE PAREDES REGO ANDRADE MATEUS;19266-520
1864455;CELINA DOMINGOS MOREIRA ALMADA CAIADO;15897-180
1866324;MARISA DINIS MACEDO MOURÃO CUNHA BACELAR;8632-794
1866900;CLOTILDE MORENO LEAL FERREIRA;18493-688
1867449;DAVID CARRASCO SILVA ANDRADE;1838-164
1870677;CRISTIANO BARROS REAL NOGUEIRA;12265-112
1872656;DOLORES CUNHA NASCIMENTO DOMINGOS;6226-204
1873382;CELSO DIAS MACEDO LOPES ALMEIDA SEIXAS FERREIRA;3845-112
1875074;DUARTE MATEUS LEAL VIVAS CARRASCO QUADROS;15549-389
1875256;DANIEL BRITO CUNHA MACEDO;7868-249
1877177;LILIANA BOGAS BOGAS ANTUNES BELCHIOR SILVA;10214-693
1877329;VITOR VIVAS CALHEIROS AMADO ESTRELA;2376-51
1879214;PAULO AZEREDO AMORIM BELCHIOR ESTRELA;10399-362
1879963;DULCINEIA SANTOS SOEIRO MORENO ALMADA PROENCA;8017-16
1881221;LILIANA CAIADO CASTRO REGO;13293-602
1881675;PAULA MOURÃO CARMONA ESTRELA;6492-153
1881756;EDUARDO MATOS ESTRELA MATEUS NASCIMENTO MATOS LOBATO;16252-906
1882320;CRISTINA FERREIRA EANES LEÃO;4749-903
1884027;CRISTINA AMORIM BELCHIOR MOTA ALMADA PAREDES MORA;13744-944
1884249;CARMO MOURÃO NOGUEIRA SOEIRO BELCHIOR SEQUEIRA AZEREDO;8883-582
1884723;CRISTIANA NOGUEIRA DIAS CIPRIANO LEAL ROCHA;1346-147
1888630;VITOR CABRAL COELHO CARREIRA;14862-102
1888796;LUIS AMADO REAL MENDES MOURA;7788-615
1892001;BRUNO BELCHIOR CARDOSO PINTO CARNEIRO ANTUNES SOEIRO;15108-148
1893810;BASILIO BACELAR AMADO CARDOSO;14244-986
1896653;HUGO CALADO ALMEIDA DINIS;4370-942
1897435;ODETE QUADROS BRITO ALMEIDA;3285-957
1898275;ODETE PACHECO COELHO CLEMENTINO DINIS;18067-556
1898508;CLAUDIO BARROS FONSECA MOURÃO MOTA CALHEIROS PINTO;4523-856
1902362;ANA CARREIRA REAL AMORIM BAPTISTA PINHEIRO ROSADO;7391-496
1902687;CARLA REAL CABRAL QUEIROS AZENHA;15166-705
1903267;DOLORES QUEIROS MATEUS CARREIRA;15902-245
1903755;DULCE PERES COELHO BELCHIOR DINIS CASTANHEIRA BRITO;10095-143
1905735;DANIEL CARRASCO CIPRIANO TINOCO BARROS;17132-1
1905881;CLAUDIO CARRASCO ANDRADE CABRAL MORA MOTA;11762-620
1907493;CAMILO SOEIRO FONSECA AMORA;11567-579
1909041;PEDRO DINIS PINHEIRO BELCHIOR DINIS COELHO;4614-925
1909760;CRISTIANO MENDES MORENO AMORIM PROENCA FERREIRA;3537-349
1910041;DOLORES ROSADO SOEIRO CARREIRA ARANTES CARDOSO FARIAS;2587-357
1910513;RICARDO MOREIRA SANTOS QUADROS BARROS;19456-558
1910993;CRISTINA REAL QUADROS BARROS PINHEIRO;13802-354
1912068;DORA EANES VALBOM CAIADO REGUEIRA ANDRADE;15450-15
1913316;RODOLFO ESTRELA CARREIRA CARRASCO BACELAR;8628-116
1913979;EDUARDO NOGUEIRA LOPES BELCHIOR MOTA SOEIRO;11345-507
1914714;EDUARDO ROCHA REGUEIRA FONSECA AZENHA;2215-599
1915194;SILVIA CARMONA CASTANHEIRA ESTRELA;17124-329
1918965;DANIEL CANECO PROENCA SEIXAS;15867-710
1920748;MARISA ANDRADE QUADROS AGUIAR REAL AGUIAR ROSADO;18101-476
1923310;BERNARDO CALHEIROS PROENCA PAREDES DINIS ROCHA;18713-597
1924568;RODOLFO PACHECO MOTA CAIADO NASCIMENTO MORA CASTRO;19144-95
1924916;FRANCISCO LOPES VIVAS AZENHA CAIADO;4365-482
1926100;LUIS BOGAS ANDRADE BARROS;14138-981
1926303;CELSO NASCIMENTO PROENCA FONSECA FERRO PROENCA;8083-303
1932311;MARIA NOGUEIRA CIPRIANO REGO BELCHIOR CIPRIANO REAL;14400-383
1933775;BASILIO REGO LEÃO AZENHA DIAS MACEDO FERRO;8424-975
1933952;MARIA MARTINS CAIADO COELHO MORA;19800-439
1934535;LILIANA PROENCA AZEVEDO BARBOSA AZEREDO CLEMENTINO;7944-151
1936436;CELINA MACEDO ANDRADE MACEDO MOURA AMORIM FERRO;3951-376
1937612;MARISA AZEVEDO FERREIRA CABRAL;12873-129
1938292;DAVID ESTRELA DOMINGOS MOREIRA LEAL SOEIRO;14491-727
1939305;SORAIA VIVAS LEAL REGO REGUEIRA RAMALHO;16246-593
1939520;CARMO PIRES CAIADO PAREDES BOGAS COELHO FARIAS;2475-90
1940043;CAMILO MENDES AZEREDO ALMEIDA ANDRADE SOEIRO CARDOSO;13042-33
1940865;LILIANA PACHECO SILVA CALADO PAREDES DIAS SEQUEIRA;2493-622
1942932;VITOR ALMEIDA NUNES CARDOSO;11005-264
1943075;BRUNA ROSADO REGUEIRA LEAL MACEDO ANDRADE CUNHA;7475-498
1943175;BRUNO CARVALHEIRA CUNHA MORENO;11413-699
1944142;FRANCISCO EANES PINHEIRO AZEVEDO;12392-306
1944420;FRANCISCA BARBOSA CASTANHEIRA MOURÃO AZENHA;14340-661
1945347;ODETE PROENCA MACEDO QUADROS CARREIRA MACEDO;18898-837
1946160;ANA CLEMENTINO SEIXAS MORENO ANTUNES CASTRO SILVA;10507-88
1947071;DUARTE AMADO CLEMENTINO AMADO LOBATO;2094-964
1947458;CARLA FERRO CIPRIANO CLEMENTINO MOURÃO;4488-912
1947705;CLARICE FERRAZ CARRICO CANECO QUEIROS BRITO;14887-331
1948896;PAULA AMADO BELCHIOR FERREIRA RAMALHO;8381-814
1949569;CELINO MORENO SEIXAS CARVALHEIRA MATEUS NOGUEIRA SOEIRO;4449-732
1949613;CELSO BRITO REGO MORA VALBOM REAL;14216-526
1950217;CELINA FONSECA REGUEIRA CARNEIRO MORA;14263-406
1951217;ALZINDA AMORA CALHEIROS FERRAZ;7517-716
1956402;FRANCISCA CARVALHEIRA ROCHA MORA;18960-733
1957555;EDUARDA MOURÃO QUADROS FERREIRA CLEMENTINO;16566-980
1959443;VALDEMAR VIVAS EANES ESTRELA;12928-59
1961943;CRISTIANO SEQUEIRA CIPRIANO MOURA AMORA MOURA AMORIM;15592-707
1965539;DANIEL FERREIRA AZEREDO MATOS BELCHIOR MOREIRA;3056-497
1965646;BERNARDO CAIADO EANES PAREDES;12944-582
1967743;FRANCISCO AROUCA ANDRADE FERRO QUADROS SEIXAS VALBOM;10878-665
1969305;SORAIA AGUIAR NOGUEIRA VALBOM MOTA NUNES;8115-550
1969445;BERNARDO PINHEIRO AMORIM MORENO;10635-432
1974480;BERNARDO VIVAS ARANTES ANDRADE CANECO CALADO;10105-152
1975249;PAULO AROUCA MORENO REGO LOPES CASTRO MOREIRA;17715-149
1977289;SILVIA BACELAR VIVAS AMORA;13752-689
1978493;CAMILO CANECO MOTA ALMEIDA LOBATO SEQUEIRA;2468-876
1979841;LEONOR ARANTES FERRAZ ALMADA REGO BOGAS CABRAL;1095-751
1980636;CARLA AMORA CIPRIANO REGO MOURA DOMINGOS FERRO;15677-159
1982260;CARLOTA TINOCO COELHO LOBATO SOEIRO LEAL;8902-887
1983161;DUARTE AGUIAR REGO CARRICO VIVAS FARIAS ROSADO;15047-99
1983167;EDUARDA DOMINGOS AZEREDO REGO BELCHIOR;7166-299
1983942;FRANCISCO CARNEIRO CARVALHEIRA PROENCA SOEIRO MARTINS;11248-295
1984389;DORA REGUEIRA PAREDES ALMEIDA VALBOM TINOCO SANTOS;5330-544
1984693;LUIS NUNES CANECO MOTA;10453-992
1985783;DUARTE AGUIAR AROUCA MOURA REGO;11212-130
1986461;DULCINEIA CALHEIROS SOEIRO DIAS;13695-714
1986553;VITOR LEAL CARRICO CARREIRA CARDOSO NASCIMENTO QUEIROS;15796-497
1988912;CATARINA AGUIAR CAIADO PACHECO CUNHA;5377-523
1990184;LEONOR MORENO AGUIAR ANDRADE SOEIRO;1345-38
1992680;CARMO REGUEIRA BAPTISTA BRITO;5842-460
1992900;CARINA FERREIRA ALMEIDA PINHEIRO PINTO FERRAZ;2950-165
1993971;CARLA VIVAS FERRAZ PINHEIRO;5679-429
1995673;LUCAS CARREIRA CARVALHEIRA CARMONA PINHEIRO;9424-249
1996648;CARMO ALMADA BRITO QUEIROS;2209-220
1998249;DOLORES PINHEIRO AGUIAR MOURA SILVA CASTANHEIRA;17664-716
2000196;RITA MORA ARANTES AZEVEDO CALADO AZEREDO SOEIRO;2727-376
2001208;CATARINA ROCHA REGO BRITO QUEIROS AMORA;19018-930
2002392;DANIEL BOGAS ANDRADE BARROS CLEMENTINO;14854-596
2002449;CLARICE PINHEIRO MACEDO SOEIRO COELHO ROCHA CARRICO;1893-749
2002464;VALDEMAR ESTRELA ANDRADE ANTUNES VALBOM MATEUS LEAL;2865-252
2004936;BRUNA AZEREDO FARIAS AMORIM;14023-567
2006701;LEONOR FERRAZ CARNEIRO ALMADA REGO EANES;10911-915
2008615;DUARTE DOMINGOS REGUEIRA CALADO;18611-440
2014010;DULCE CIPRIANO FERRAZ AMORIM ALMADA MACEDO;10392-845
2014552;ODETE QUADROS PINTO CARDOSO PROENCA;6617-678
